O=[N+]([O-])OCCNc1cc(CCO)c([N+](=O)[O-])nc1[N+](=O)[O-],6.7005835
CC(CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.566435
O=[N+]([O-])c1cc([N+](=O)[O-])c(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1O,8.4123335
CC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)C(=O)C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.190157
O=[N+]([O-])c1c(N2CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C2)no[n+]1[O-],8.683142
O=[N+]([O-])c1cn(Nc2c[nH]nn2)nn1,7.7577004
O=C(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.332013
O=C(NCCO[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.116102
CC(CNC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.195245
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)C(C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.0354424
O=[N+]([O-])N1CC(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])NC=C2N(O)CC2([N+](=O)[O-])C1,8.221567
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.4464693
NC(=O)CCCO[N+](=O)[O-],6.6526337
CN(CC(=O)OCC(COC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.77307
CCC(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.213922
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N([N+](=O)[O-])[N+](=O)[O-],8.446449
Nc1n[nH]c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.404555
c1ccc2c(c1)nnn2Nc1c[nH]nn1,6.3893676
Cn1nc([N+](=O)[O-])c(C(=O)N(C(=O)CCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.4153314
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.227413
O=[N+]([O-])C1=C(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])cc([N+](=O)[O-])cn21,7.492321
O=[N+]([O-])CCN(CCN(CN(CC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.033324
O=[N+]([O-])c1cc(O)c(Nc2nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nn2-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.231596
O=C(NCN[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.4329276
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.1935005
CC(NC(=O)n1cc([N+](=O)[O-])cn1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.609733
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.283702
CC(CON(CCCO[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.581121
CC(CCC(=O)OCC(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6980014
CC(COCN(CC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.218461
CC(CON(CC(=O)C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.016362
O=[N+]([O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])cc1O,7.4575043
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(/N=N/c3c([N+](=O)[O-])cc([N+](=O)[O-])c(F)c3[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.7498026
CCC(CN(CCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1770606
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2n[nH]c(C3NCC([N+](=O)[O-])([N+](=O)[O-])CC3([N+](=O)[O-])[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.604347
CN(C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.300197
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN[N+](=O)[O-])[N+](=O)[O-],8.490975
NC(=O)C1=C([N+](=O)[O-])C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1[N+](=O)[O-],7.692942
O=[N+]([O-])OCC(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.7662525
O=[N+]([O-])C1=CC([N+](=O)[O-])=C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],8.703537
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CO[N+](=O)[O-])[N+](=O)[O-],8.534741
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(NCN([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.151855
CN(CC(C(=O)COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.787361
O=C(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.525419
O=[N+]([O-])C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nnn[nH]1,8.904073
CN(CCN(CN[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.5523357
CCOC(=O)C(C)N,6.0111485
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.358366
O=[N+]([O-])c1cc([N+](=O)[O-])c(NN2CN([N+](=O)[O-])CN([N+](=O)[O-])C2)c([N+](=O)[O-])c1,7.6542892
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.56264
COc1c([N+](=O)[O-])nc([N+](=O)[O-])nnn2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2N,7.8218255
O=[N+]([O-])N(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.651901
CC(=O)OCC(CON(CCO[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.596065
CC(C)(CN(C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.971821
CCC(CN(CC(C)(C)N)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.4421678
O=[N+]([O-])c1cnn(C2=Nc3c([N+](=O)[O-])c(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nnccnn32)n1,7.847776
CC(CON(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.430999
O=[N+]([O-])c1cc([N+](=O)[O-])c(/N=N/c2nc(O)c([N+](=O)[O-])c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.551653
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(F)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.58727
O=C(NCN[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.382474
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2no[n+]([O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1O,8.484185
O=C(OCC(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.4168625
NN1N=C2C(=O)c3nn([N+](=O)[O-])nc3C(=O)C21,7.3812656
O=c1c2c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])ncc([N+](=O)[O-])c1=NC(O)=C([N+](=O)[O-])C=C([N+](=O)[O-])C=2,7.0564537
O=[N+]([O-])NCN1CN([N+](=O)[O-])C2C1C1C2N(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN1[N+](=O)[O-],8.281396
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c(-c3nonc3[N+](=O)[O-])no[n+]2[O-])c([N+](=O)[O-])c1,8.1938925
O=C(CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.819133
O=[N+]([O-])C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.618567
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O)c1[N+](=O)[O-],7.628616
O=C(OCCOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.9938717
Nc1nc(N)c([N+](=O)[O-])cc1[N+](=O)[O-],7.078499
COCN(CCN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.131536
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.510944
CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,6.336099
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c1[N+](=O)[O-],8.2019205
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cc(-c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.243322
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.284911
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc([N+](=O)[O-])n(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.947611
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c2[nH]c(c1)N=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])N=C2Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.9510117
CC(=O)C1([N+](=O)[O-])CN(N(C)[N+](=O)[O-])CC(C=O)(C(=O)CC(C)([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])C1,6.730837
CCOC(=O)C12N(N(CC)[N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.4542246
N#[N+]c1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],8.60426
O=[N+]([O-])c1cc([N+](=O)[O-])c(N(Cn2cc([N+](=O)[O-])cn2)[N+](=O)[O-])c([N+](=O)[O-])c1,7.5351796
O=[N+]([O-])C(OC(O)CO)([N+](=O)[O-])[N+](=O)[O-],8.384209
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)N(CO[N+](=O)[O-])[N+](=O)[O-],7.7180095
CN(n1cc(N)cn1)[N+](=O)[O-],6.7053885
CN(CCN(C(=O)C(=O)N(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.523667
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(C2NCNC(=N[N+](=O)[O-])N2)c([N+](=O)[O-])c1[N+](=O)[O-],7.7891827
CCN(C(CC(N)=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.288011
O=[N+]([O-])c1cc([N+](=O)[O-])c(CN(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.8076954
O=C(CO)C(CN[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.4508467
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2)c([N+](=O)[O-])c1,8.28964
CC1=C([N+](=O)[O-])OC2=NN=C(CO[N+](=O)[O-])CN2CN([N+](=O)[O-])CC([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],7.70724
O=C(NCNC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5801454
NC1=NO[N+]([O-])=C2OC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C2[N+](=O)[O-],7.7901535
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.411748
CC(CCN1CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1)([N+](=O)[O-])[N+](=O)[O-],7.4842143
CC(CCN(CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.091688
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.488835
CC(CC(CC[N+](=O)[O-])C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.026584
CN([N+](=O)[O-])C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.720661
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.915491
CC(C)(N)CCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.533765
O=C(CN(C(=O)C[N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-],8.218606
COC(C(=O)O)[C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.2830305
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNC(=O)N1CNC(=N[N+](=O)[O-])NC1,7.226461
O=[N+]([O-])c1cnnc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1,7.087448
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.489733
O=[N+]([O-])OCC(CCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.520924
O=[N+]([O-])C(n1cnnc1)([N+](=O)[O-])[N+](=O)[O-],8.831889
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC#COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.29062
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ncc([N+](=O)[O-])c(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.57302
CC(CNC(=O)N(CN[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8559217
O=[N+]([O-])OCC(CCN(CCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.043399
CC(NN(CC(C)(C)N)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.974985
NC(=O)CN(C(=O)F)[N+](=O)[O-],7.213905
O=C(CN(CCC12C=CC=CC1=NN=N2)[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9412174
O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.639293
CC(CCN(CCN(CCC(CCO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.400952
O=[N+]([O-])OCC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.559471
O=C(O)C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.385038
O=C1C2=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C(O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN1CN([N+](=O)[O-])CN2c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.386634
Nc1no[n+]([O-])c1-n1c([N+](=O)[O-])nnc1[N+](=O)[O-],8.8688545
O=[N+]([O-])OCCNN(CO[N+](=O)[O-])[N+](=O)[O-],8.608212
O=[N+]([O-])NCC(O)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.46021
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c2c1=NON=C(N)C=2[N+](=O)[O-],7.129588
CC(CC(=O)N(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5050826
O=[N+]([O-])NCc1nonc1[N+](=O)[O-],8.684755
Nc1c([N+](=O)[O-])c(CN[N+](=O)[O-])c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.349543
O=[N+]([O-])c1cc([N+](=O)[O-])nnn2c(c([N+](=O)[O-])c1)C(O)=N2,7.602446
